Rest_name,Rest_ratings,Rest_noreviews,Rest_price,Rest_cuisine,Rest_add,Rest_tel,Rest_nbh,Rating,Price,Cuisine,Street_add,neighbourhood_,neighbourhood,neighbourhood_good
JOEY Eaton Centre,3.5 star rating,481,$$,Canadian (New),1 Dundas St W,(647) 352-5639,Downtown Core,3.5,2,American,Dundas St W,,Downtown Core,Downtown Core
Square Boy,4 star rating,168,$,Burgers,875 Danforth Avenue,(416) 461-2571,Greektown,4.0,1,American,Danforth Avenue,,Greektown,Greektown
Tasty’s Caribbean Restaurant,4 star rating,72,$,Caribbean,405 Spadina Avenue,(416) 916-7888,Chinatown,4.0,1,Carribean,Spadina Avenue,,Chinatown,Chinatown
Thai Nyyom,4.5 star rating,9,None,Thai,1419 Bloor Street W,(416) 530-1463,The Junction,4.5,0,Asian,Bloor Street W,,The Junction,The Junction
7 Numbers Danforth,3.5 star rating,91,$$,Italian,307 Danforth Avenue E,(416) 469-5183,Riverdale,3.5,2,European,Danforth Avenue E,,Riverdale,Riverdale
Chat Bar,4 star rating,26,$$,Chinese,5312 Yonge Street,(647) 508-5588,Willowdale,4.0,2,Asian,Yonge Street,,Willowdale,Willowdale
F’Amelia,3.5 star rating,115,$$$,Pizza,12 Amelia Street,(416) 323-0666,Cabbagetown,3.5,3,American,Amelia Street,,Cabbagetown,Cabbagetown
Michael’s on Simcoe,4 star rating,151,$$$$,Steakhouses,100 Simcoe Street,(416) 260-5100,Entertainment District,4.0,4,American,Simcoe Street,,Entertainment District,Entertainment District
Lan Restaurant,3.5 star rating,51,$$,Vietnamese,755 Queen Street E,(647) 748-7388,Riverdale,3.5,2,Asian,Queen Street E,,Riverdale,Riverdale
Panera Bread,3 star rating,82,$$,Sandwiches,3987 Highway 7,+1-905-479-5888,Unionville,3.0,2,American,Highway 7,,Unionville,Unionville
Gio Rana’s Really Really Nice Restaurant,4 star rating,192,$$$,Italian,1220 Queen Street East,(416) 469-5225,Leslieville,4.0,3,European,Queen Street East,,Leslieville,Leslieville
Town Crier Pub,4 star rating,207,$$,Pubs,115 John St,(416) 204-9588,Entertainment District,4.0,2,American,John St,,Entertainment District,Entertainment District
Maiz,4 star rating,1,None,Latin American,9 Roncesvalles Ave,(647) 341-8553,Parkdale,4.0,0,American,Roncesvalles Ave,,Parkdale,Parkdale
Lechon Republik,5 star rating,1,None,Filipino,1 Romar Crescent,(647) 340-0807,,5.0,0,Asian,Romar Crescent,Glen Park,1,Glen Park
Thai Country Kitchen,4 star rating,135,$,Thai,412 Spadina Ave,(416) 977-5999,Chinatown,4.0,1,Asian,Spadina Ave,,Chinatown,Chinatown
Tabriz Persian Cookhouse,4 star rating,54,$$,Persian/Iranian,995 Bay street,(416) 922-2017,Discovery District,4.0,2,Middle Eastern,Bay street,,Discovery District,Discovery District
Monga Fried Chicken,3.5 star rating,104,$$,Taiwanese,692 Yonge Street,(647) 341-8838,Downtown Core,3.5,2,Asian,Yonge Street,,Downtown Core,Downtown Core
House of Gourmet,3.5 star rating,384,$$,Chinese,484 Dundas St W,(416) 217-0167,Chinatown,3.5,2,Asian,Dundas St W,,Chinatown,Chinatown
The Host,3.5 star rating,112,$$,Indian,14 Prince Arthur Avenue,(416) 962-4678,The Annex,3.5,2,Asian,Prince Arthur Avenue,,The Annex,The Annex
Porchetta & Co,4 star rating,180,$$,Sandwiches,545 King Street W,(647) 351-8844,,4.0,2,American,King Street W,Entertainment District,1,Entertainment District
Limon Lounge,5 star rating,1,None,Mexican,1089 St Clair Avenue W,1089 St Clair Avenue W,,5.0,0,Mexican,St Clair Avenue W,Corso Italia,1,Corso Italia
Pho 90,4.5 star rating,21,$$,Vietnamese,90 Weston Road,(416) 901-2790,,4.5,2,Asian,Weston Road,North York,1,North York
Shanghai Shikumen Fine Cuisine,3.5 star rating,19,None,Dim Sum,530 Dundas Street W,(647) 344-7997,Chinatown,3.5,0,Asian,Dundas Street W,,Chinatown,Chinatown
Double D’s,4 star rating,4,None,Pizza,2888 Lake Shore Boulevard W,(416) 901-1433,New Toronto,4.0,0,American,Lake Shore Boulevard W,,New Toronto,New Toronto
Lebanon Express,4.5 star rating,19,None,Lebanese,327 Roncesvalles Avenue,(416) 447-4417,Roncesvalles,4.5,0,Middle Eastern,Roncesvalles Avenue,,Roncesvalles,Roncesvalles
Vietnoms,4 star rating,98,$$,Vietnamese,243 Sheppard Avenue E,(647) 352-5886,Willowdale,4.0,2,Asian,Sheppard Avenue E,,Willowdale,Willowdale
Church’s Chicken,5 star rating,3,None,Chicken Shop,3003 Danforth Ave,(416) 699-1000,East York,5.0,0,American,Danforth Ave,,East York,East York
Baretto Caffe,5 star rating,324,$$,Cafes,1262 Don Mills Road,(416) 385-0003,,5.0,2,American,Don Mills Road,Scarborough,1,Scarborough
The Wren,4 star rating,181,$$,Bars,1382 Danforth Avenue,(647) 748-1382,The Danforth,4.0,2,American,Danforth Avenue,,The Danforth,The Danforth
When The Pig Came Home,4.5 star rating,61,$$,Delicatessen,3035 Dundas Street W,(647) 345-9001,The Junction,4.5,2,Other,Dundas Street W,,The Junction,The Junction
Lipstick & Dynamite,4 star rating,31,$,Vegetarian,992 Queen Street W,(416) 535-4554,West Queen West,4.0,1,Other,Queen Street W,,West Queen West,West Queen West
Bar Poet,3.5 star rating,27,$$,Pizza,1090 Queen Street W,(647) 340-1090,Beaconsfield Village,3.5,2,American,Queen Street W,,Beaconsfield Village,Beaconsfield Village
The Arepa Republic,4.5 star rating,14,None,Venezuelan,None,(647) 889-6705,None,4.5,0,South American,,,None,None
Duff’s Famous Wings,3.5 star rating,119,$$,Chicken Wings,558 College Street,(416) 963-4446,Palmerston,3.5,2,American,College Street,Downtown,Palmerston,Palmerston
Cinderella Restaurant,4 star rating,7,None,Middle Eastern,1015 Dufferin St,(416) 785-6956,Bloordale Village,4.0,0,Middle Eastern,Dufferin St,,Bloordale Village,Bloordale Village
Mother’s Dumplings,3.5 star rating,522,$$,Chinese,421 Spadina Avenue,(416) 217-2008,Chinatown,3.5,2,Asian,Spadina Avenue,,Chinatown,Chinatown
The Pie Commission,4.5 star rating,226,$,Fast Food,927 The Queensway,(416) 848-7424,Etobicoke,4.5,1,American,The Queensway,,Etobicoke,Etobicoke
Chacho’s Fine Mexican Dining,3.5 star rating,82,$$,Mexican,234 Merton Street,(416) 932-2434,Mount Pleasant and Davisville,3.5,2,Mexican,Merton Street,,Mount Pleasant and Davisville,Mount Pleasant and Davisville
Sina Persian Cuisine,4.5 star rating,2,None,Persian/Iranian,288 Eglinton Ave W,(647) 344-0211,Yonge and Eglinton,4.5,0,Middle Eastern,Eglinton Ave W,,Yonge and Eglinton,Yonge and Eglinton
JaBistro,4 star rating,517,$$$,Japanese,222 Richmond Street West,(647) 748-0222,Entertainment District,4.0,3,Asian,Richmond Street West,,Entertainment District,Entertainment District
Panera Bread,3 star rating,82,$$,Soup,3987 Highway 7,+1-905-479-5888,Unionville,3.0,2,American,Highway 7,,Unionville,Unionville
Bagnet Bros,4 star rating,21,$$,Filipino,3522 Bathurst St,(416) 256-9555,,4.0,2,Asian,Bathurst St,North York,1,North York
Chacho’s Fine Mexican Dining,3.5 star rating,82,$$,Mexican,234 Merton Street,(416) 932-2434,Mount Pleasant and Davisville,3.5,2,Mexican,Merton Street,,Mount Pleasant and Davisville,Mount Pleasant and Davisville
Monga Fried Chicken,3.5 star rating,104,$$,Taiwanese,692 Yonge Street,(647) 341-8838,Downtown Core,3.5,2,Asian,Yonge Street,,Downtown Core,Downtown Core
Makkal Chon,4 star rating,325,$$,Korean,1979 Lawrence Avenue E,(416) 757-3945,Scarborough,4.0,2,Asian,Lawrence Avenue E,,Scarborough,Scarborough
The Host,3.5 star rating,112,$$,Indian,14 Prince Arthur Avenue,(416) 962-4678,The Annex,3.5,2,Asian,Prince Arthur Avenue,,The Annex,The Annex
OM Restaurant and Bar,4 star rating,46,$$,Indian,1439 Queen Street W,(416) 532-3901,Parkdale,4.0,2,Asian,Queen Street W,,Parkdale,Parkdale
Freestyle Farm Luncheonette,5 star rating,1,None,Chinese,507-477 Richmond Street W,(416) 576-9393,,5.0,0,Asian,Richmond Street W,,1,
The Wren,4 star rating,181,$$,Bars,1382 Danforth Avenue,(647) 748-1382,The Danforth,4.0,2,American,Danforth Avenue,,The Danforth,The Danforth
Pam’s Roti Shop,5 star rating,7,None,Caribbean,1089 Bloor St W,(416) 533-3588,Dufferin Grove,5.0,0,Carribean,Bloor St W,,Dufferin Grove,Dufferin Grove
Duff’s Famous Wings,3.5 star rating,119,$$,Chicken Wings,558 College Street,(416) 963-4446,Palmerston,3.5,2,American,College Street,Downtown,Palmerston,Palmerston
The Chase,3.5 star rating,380,$$$,Seafood,10 Temperance Street,(647) 348-7000,Downtown Core,3.5,3,American,Temperance Street,,Downtown Core,Downtown Core
AMA,4 star rating,36,$$,Argentine,930 Queen Street W,(647) 349-9262,West Queen West,4.0,2,South American,Queen Street W,,West Queen West,West Queen West
Junction Local,4 star rating,59,$$$,Barbeque,3076 Dundas Street W,(416) 766-3841,The Junction,4.0,3,American,Dundas Street W,,The Junction,The Junction
Chadani Indian Cuisine,4.5 star rating,16,None,Indian,51 Colborne Street,(647) 748-4090,St. Lawrence,4.5,0,Asian,Colborne Street,,St. Lawrence,St. Lawrence
Il Covo,3.5 star rating,44,$$$,Italian,585 College Street,(416) 530-7585,Little Italy,3.5,3,European,College Street,Downtown,Little Italy,Little Italy
Mother’s Dumplings,3.5 star rating,522,$$,Chinese,421 Spadina Avenue,(416) 217-2008,Chinatown,3.5,2,Asian,Spadina Avenue,,Chinatown,Chinatown
Churrasqueira Vila Verde Restaurant,4 star rating,15,$$,Portuguese,869 Dundas Street W,(416) 603-2515,Trinity Bellwoods,4.0,2,European,Dundas Street W,,Trinity Bellwoods,Trinity Bellwoods
Roti’s To Go,4.5 star rating,12,None,Indian,66 Dundas Street,(416) 591-3910,Ryerson,4.5,0,Asian,Dundas Street,,Ryerson,Ryerson
Barrio Coreano,3.5 star rating,233,$$,Korean,642 Bloor Street W,(416) 901-5188,Koreatown,3.5,2,Asian,Bloor Street W,,Koreatown,Koreatown
JaBistro,4 star rating,517,$$$,Japanese,222 Richmond Street West,(647) 748-0222,Entertainment District,4.0,3,Asian,Richmond Street West,,Entertainment District,Entertainment District
La Vinia,4 star rating,61,$$$,Spanish,2350 Lakeshore Boulevard W,(647) 748-2350,Etobicoke,4.0,3,European,Lakeshore Boulevard W,,Etobicoke,Etobicoke
Little Coxwell Vietnamese & Thai Cuisine,4 star rating,123,$$,Vietnamese,986 Coxwell Avenue,(416) 916-2565,East York,4.0,2,Asian,Coxwell Avenue,,East York,East York
Soulas Modern Greek Cuisine,4 star rating,30,None,Greek,500 A Danforth Avenue,(416) 778-0500,Greektown,4.0,0,European,A Danforth Avenue,,Greektown,Greektown
Bistro Camino,4.5 star rating,21,$$,French,2750 Danforth Avenue,(416) 698-0283,The Danforth,4.5,2,European,Danforth Avenue,,The Danforth,The Danforth
Green Haven,5 star rating,8,None,Vegan,3080 Dundas Street W,(416) 766-7888,The Junction,5.0,0,American,Dundas Street W,,The Junction,The Junction
Lipstick & Dynamite,4 star rating,31,$,Vegetarian,992 Queen Street W,(416) 535-4554,West Queen West,4.0,1,Other,Queen Street W,,West Queen West,West Queen West
The Burger’s Priest,3.5 star rating,445,$$,Burgers,1636 Queen Street E,(647) 346-0617,Upper Beach,3.5,2,American,Queen Street E,,Upper Beach,Upper Beach
Sansotei Ramen,4.5 star rating,79,$$,Ramen,115 Fort York Boulevard,(647) 343-8878,City Place,4.5,2,Asian,Fort York Boulevard,,City Place,City Place
Los Vietnamita Taqueria Shop,4.5 star rating,11,None,Mexican,None,(416) 888-0935,Downtown Core,4.5,0,Mexican,,,Downtown Core,Downtown Core
Ardo Restaurant,4 star rating,93,$$$,Italian,243 King Street E,(647) 347-8930,Corktown,4.0,3,European,King Street E,,Corktown,Corktown
Panera Bread,3 star rating,82,$$,Salad,3987 Highway 7,+1-905-479-5888,Unionville,3.0,2,American,Highway 7,,Unionville,Unionville
Bar Poet,3.5 star rating,27,$$,Pizza,1090 Queen Street W,(647) 340-1090,Beaconsfield Village,3.5,2,American,Queen Street W,,Beaconsfield Village,Beaconsfield Village
The Keg Steakhouse + Bar,4 star rating,264,$$$,Steakhouses,165 York Street,(416) 703-1773,Financial District,4.0,3,American,York Street,Entertainment District,Financial District,Financial District
Thai Room,3.5 star rating,58,$$,Thai,243 Carlton Street,(647) 352-8424,,3.5,2,Asian,Carlton Street,Cabbage Town,1,Cabbage Town
Pimentas Grill,4.5 star rating,6,None,Portuguese,648 College Street,(416) 539-0707,Bickford Park,4.5,0,European,College Street,Downtown,Bickford Park,Bickford Park
Bocconcini Toronto,4.5 star rating,18,None,Pizza,96 Gerrard Street E,(416) 977-1836,Downtown Core,4.5,0,American,Gerrard Street E,,Downtown Core,Downtown Core
Pho Pasteur,3.5 star rating,203,$$,Vietnamese,525 Dundas Street W,(416) 351-7188,Chinatown,3.5,2,Asian,Dundas Street W,,Chinatown,Chinatown
Bach Yen,4 star rating,198,$,Thai,738 Gerrard Street E,(647) 347-8160,Riverdale,4.0,1,Asian,Gerrard Street E,,Riverdale,Riverdale
Tanto,3.5 star rating,34,$$$,Argentine,74 Ossington Avenue,(416) 546-3022,Ossington Strip,3.5,3,South American,Ossington Avenue,,Ossington Strip,Ossington Strip
Mr Pide,4.5 star rating,77,$$,Pizza,800 Danforth Avenue,(647) 351-7433,Greektown,4.5,2,American,Danforth Avenue,,Greektown,Greektown
Maido Japanese Restaurant,4 star rating,71,$$,Japanese,364 Bloor Street W,(416) 961-7702,The Annex,4.0,2,Asian,Bloor Street W,,The Annex,The Annex
Opus Restaurant,4 star rating,63,$$$$,Wine Bars,37 Prince Arthur Avenue,(416) 921-3105,The Annex,4.0,4,American,Prince Arthur Avenue,,The Annex,The Annex
El Rincon Mexicano Restaurant,3 star rating,95,$$,Mexican,653 Saint Clair Avenue W,(416) 656-1059,Wychwood,3.0,2,Mexican,Saint Clair Avenue W,Wychwood,Wychwood,Wychwood
MaMa Chef Korean Restaurant,4 star rating,57,$$,Korean,648 Bloor Street W,(416) 516-8383,Koreatown,4.0,2,Asian,Bloor Street W,,Koreatown,Koreatown
Peter Pan Bistro,3.5 star rating,163,$$,Canadian (New),373 Queen Street W,(416) 792-3838,Queen Street West,3.5,2,American,Queen Street W,,Queen Street West,Queen Street West
El Sazón Mexicano,4 star rating,5,None,Mexican,1284 St Clair Avenue W,+64 7 344 0119,Corso Italia,4.0,0,Mexican,St Clair Avenue W,Corso Italia,Corso Italia,Corso Italia
Comida Ecuatoriana,4.5 star rating,2,None,Latin American,40 Carl Hall Road,40 Carl Hall Road,Downsview,4.5,0,American,Carl Hall Road,,Downsview,Downsview
Bánh Cuon Thanh Trúc,3.5 star rating,28,$$,Vietnamese,2422 St Clair Ave W,(416) 572-0088,,3.5,2,Asian,St Clair Ave W,,1,
Mr.Tonkatsu,4 star rating,69,$$,Japanese,548 Yonge Street,(416) 901-9151,Downtown Core,4.0,2,Asian,Yonge Street,,Downtown Core,Downtown Core
Gandhi Cuisine,4 star rating,254,$$,Indian,554 Queen Street  W,(416) 504-8155,Alexandra Park,4.0,2,Asian,Queen Street  W,,Alexandra Park,Alexandra Park
Meta Dos Leitoes,4.5 star rating,6,$$,Portuguese,218 Geary Avenue,(416) 516-8119,,4.5,2,European,Geary Avenue,,1,
Adega Restaurante,4 star rating,146,$$$,Portuguese,33 Elm St,(416) 977-4338,Downtown Core,4.0,3,European,Elm St,,Downtown Core,Downtown Core
Thai Spicy House,3.5 star rating,55,$$,Thai,517 Mount Pleasant Road,(416) 544-9444,Mount Pleasant and Davisville,3.5,2,Asian,Mount Pleasant Road,,Mount Pleasant and Davisville,Mount Pleasant and Davisville
Kitchen Hub,5 star rating,4,None,Thai,935 The Queensway,935 The Queensway,Etobicoke,5.0,0,Asian,The Queensway,,Etobicoke,Etobicoke
Greedy Duck & Noodles,4 star rating,9,None,Chinese,316 College Street,(647) 748-0168,,4.0,0,Asian,College Street,Downtown,1,Downtown
Indian Grill,4 star rating,79,$$,Indian,108 Ossington Avenue,(647) 347-6600,Ossington Strip,4.0,2,Asian,Ossington Avenue,,Ossington Strip,Ossington Strip
Yan Yu,4 star rating,41,None,Chinese,237 Consumers Road,(416) 753-8838,,4.0,0,Asian,Consumers Road,,1,
Three Monks and a Duck,4.5 star rating,24,None,Asian Fusion,811 Queen Street W,(416) 901-9588,Niagara,4.5,0,Asian,Queen Street W,,Niagara,Niagara
Trattoria Mercatto,3.5 star rating,199,$$,Italian,220 Yonge Street,(647) 352-3390,Downtown Core,3.5,2,European,Yonge Street,,Downtown Core,Downtown Core
Teller’s Bar and Lounge,4.5 star rating,4,$$,American (Traditional),1 King Street W,(416) 548-8100,Downtown Core,4.5,2,American,King Street W,Entertainment District,Downtown Core,Downtown Core
Mermaid Fish and Grill House,4.5 star rating,43,$$,Seafood,44 St Clair Avenue E,(416) 546-9158,Deer Park,4.5,2,American,St Clair Avenue E,,Deer Park,Deer Park
Panera Bread,3 star rating,82,$$,Soup,3987 Highway 7,+1-905-479-5888,Unionville,3.0,2,American,Highway 7,,Unionville,Unionville
Hotopia Sichuan Cuisine,3 star rating,29,$$,Chinese,25 Spring Garden Avenue,(416) 551-8832,Willowdale,3.0,2,Asian,Spring Garden Avenue,,Willowdale,Willowdale
Masseria,4 star rating,66,$$,Pizza,577 King Street W,(416) 263-9999,,4.0,2,American,King Street W,Entertainment District,1,Entertainment District
The Veggie Thali,4.5 star rating,57,$,Indian,1410 Victoria Park Avenue,(416) 285-8344,,4.5,1,Asian,Victoria Park Avenue,Scarborough,1,Scarborough
Mad Mexican,3 star rating,111,$$,Mexican,405 Jane Street,(416) 907-5787,,3.0,2,Mexican,Jane Street,North York,1,North York
Earls Kitchen + Bar,3.5 star rating,427,$$,Canadian (New),150 King Street West,(416) 916-0227,Financial District,3.5,2,American,King Street West,,Financial District,Financial District
Iruka Sushi,3.5 star rating,60,$$,Japanese,550 Queens Quay W,(647) 350-5722,,3.5,2,Asian,Queens Quay W,,1,
Norling,4 star rating,67,$,Himalayan/Nepalese,1512 Queen Street W,(416) 532-2877,Parkdale,4.0,1,Asian,Queen Street W,,Parkdale,Parkdale
Seoul Food Take-Out,4.5 star rating,24,$,Korean,606 Sherbourne Street,(416) 450-0519,,4.5,1,Asian,Sherbourne Street,,1,
Oakwood Hardware Food & Drink,4 star rating,36,$$,Gastropubs,337 Oakwood Avenue,(416) 658-9898,,4.0,2,American,Oakwood Avenue,,1,
Shunoko,4 star rating,72,$$,Sushi Bars,1201 St Clair W,(647) 748-7288,Corso Italia,4.0,2,American,St Clair W,,Corso Italia,Corso Italia
Tofu Village - House of Soon Tofu,4 star rating,187,$$,Korean,681 Bloor Street W,(647) 345-3836,Koreatown,4.0,2,Asian,Bloor Street W,,Koreatown,Koreatown
Chappa Corner Cafe & Restaurant,5 star rating,1,None,Restaurants,1340 St Clair Ave W,(416) 652-1525,Corso Italia,5.0,0,Other,St Clair Ave W,,Corso Italia,Corso Italia
Chino Locos Original,4 star rating,178,$,Mexican,4 Greenwood Avenue,(647) 345-5626,Leslieville,4.0,1,Mexican,Greenwood Avenue,,Leslieville,Leslieville
Eastside Social,4 star rating,67,$$,Seafood,1008 Queen Street E,(416) 461-5663,Leslieville,4.0,2,American,Queen Street E,,Leslieville,Leslieville
Torch Pressed Sushi,4 star rating,27,$$,Japanese,507 Church St,(416) 929-0678,Church-Wellesley Village,4.0,2,Asian,Church St,,Church-Wellesley Village,Church-Wellesley Village
Arabesque Middle Eastern Foods,5 star rating,27,$,Middle Eastern,1068 College Street,(416) 504-8146,Dufferin Grove,5.0,1,Middle Eastern,College Street,Downtown,Dufferin Grove,Dufferin Grove
Tapas At Embrujo,3.5 star rating,84,$$$,Tapas/Small Plates,97 Danforth Avenue,(647) 705-7880,Riverdale,3.5,3,European,Danforth Avenue,,Riverdale,Riverdale
Hastings Snack Bar,4.5 star rating,38,$,Polish,5 Hastings Avenue,(647) 850-9260,Leslieville,4.5,1,European,Hastings Avenue,,Leslieville,Leslieville
Her Chef,4.5 star rating,44,$$,Asian Fusion,599 Bloor Street W,(647) 830-7719,Koreatown,4.5,2,Asian,Bloor Street W,,Koreatown,Koreatown
Lalibela Ethiopian Restaurant,4 star rating,83,$$,Ethiopian,1202 Danforth Avenue,(416) 645-0486,The Danforth,4.0,2,African,Danforth Avenue,,The Danforth,The Danforth
La Bettola di Terroni,3.5 star rating,148,$$,Italian,106 Victoria St,(416) 504-9998,Downtown Core,3.5,2,European,Victoria St,,Downtown Core,Downtown Core
Tachi,4.5 star rating,136,$$$,Sushi Bars,111 Richmond Street W,111 Richmond Street W,Financial District,4.5,3,American,Richmond Street W,,Financial District,Financial District
Yupdduk,3 star rating,36,$$,Korean,28 Finch Avenue W,(416) 225-5353,Willowdale,3.0,2,Asian,Finch Avenue W,,Willowdale,Willowdale
Estiatorio Volos,4 star rating,306,$$$,Seafood,133 Richmond St W,(416) 861-1211,Financial District,4.0,3,American,Richmond St W,,Financial District,Financial District
Crown Princess Fine Dining,3.5 star rating,259,$$,Dim Sum,1033 Bay Street,(416) 923-8784,Downtown Core,3.5,2,Asian,Bay Street,,Downtown Core,Downtown Core
The Dirty Bird Chicken + Waffles,3.5 star rating,319,$$,Chicken Shop,79 Kensington Avenue,(647) 345-2473,Kensington Market,3.5,2,American,Kensington Avenue,,Kensington Market,Kensington Market
Premium Sweets,4 star rating,33,None,Indian,107 Lebovic Avenue,(416) 751-9006,Scarborough,4.0,0,Asian,Lebovic Avenue,,Scarborough,Scarborough
Barnsteiner’s,3.5 star rating,52,$$$,Modern European,1 Balmoral Avenue,(416) 515-0551,Yonge and St. Clair,3.5,3,European,Balmoral Avenue,,Yonge and St. Clair,Yonge and St. Clair
Zhang’s Kitchen,4 star rating,10,None,Chinese,13 Elm Street,(647) 343-4302,Downtown Core,4.0,0,Asian,Elm Street,,Downtown Core,Downtown Core
The 6 Burger Bar,4.5 star rating,36,$,Burgers,3 Chelwood Road,(647) 347-8436,Scarborough,4.5,1,American,Chelwood Road,,Scarborough,Scarborough
Panera Bread,3 star rating,82,$$,Salad,3987 Highway 7,+1-905-479-5888,Unionville,3.0,2,American,Highway 7,,Unionville,Unionville
Yuzu No Hana,4 star rating,538,$$$,Sushi Bars,236 Adelaide Street W,(416) 205-9808,Entertainment District,4.0,3,American,Adelaide Street W,Financial District,Entertainment District,Entertainment District
La Pasiva,4.5 star rating,6,None,Latin American,896 Avenue Wilson,(416) 636-6555,Downsview,4.5,0,American,Avenue Wilson,,Downsview,Downsview
Randy’s Take-Out,4.5 star rating,70,$,Caribbean,1569 Eglinton Avenue West,(416) 781-5313,,4.5,1,Carribean,Eglinton Avenue West,,1,
Ding Tai Fung,3.5 star rating,81,$$,Chinese,175 Commander Boulevard,(416) 291-0123,Scarborough,3.5,2,Asian,Commander Boulevard,,Scarborough,Scarborough
Rendez-Vous,4 star rating,99,$$,Ethiopian,1408 Danforth Avenue,(416) 469-2513,The Danforth,4.0,2,African,Danforth Avenue,,The Danforth,The Danforth
Bar Buca,4 star rating,260,$$,Bars,75 Portland Street,(416) 599-2822,,4.0,2,American,Portland Street,Entertainment District,1,Entertainment District
Petit Potato,4 star rating,14,None,Taiwanese,5095 Yonge Street,(416) 229-2368,Willowdale,4.0,0,Asian,Yonge Street,,Willowdale,Willowdale
Rosedale Diner,3.5 star rating,92,$$,Diners,1164 Yonge Street,(416) 923-3122,Summer Hill,3.5,2,Other,Yonge Street,,Summer Hill,Summer Hill
T&T Roti Trinidad & Toronto Roti,4.5 star rating,10,$,Caribbean,Market 707,(647) 707-5409,Alexandra Park,4.5,1,Carribean,707,,Alexandra Park,Alexandra Park
Katsuya,4 star rating,140,$$,Japanese,4447 Sheppard Ave E,(416) 293-4449,Scarborough,4.0,2,Asian,Sheppard Ave E,,Scarborough,Scarborough
Fudao noodle house,4 star rating,126,$$,Chinese,358 Spadina ave,(647) 346-8588,Chinatown,4.0,2,Asian,Spadina ave,,Chinatown,Chinatown
KINTORI YAKITORI,3.5 star rating,49,$$,Japanese,668 Bloor Street West,(647) 350-0668,Koreatown,3.5,2,Asian,Bloor Street West,,Koreatown,Koreatown
Lobster Burger Bar,3.5 star rating,21,$$,Bars,214 King Street W,(416) 598-2929,Entertainment District,3.5,2,American,King Street W,Entertainment District,Entertainment District,Entertainment District
HK Snack Bar,5 star rating,1,None,Hong Kong Style Cafe,514 Yonge St,514 Yonge St,Downtown Core,5.0,0,Asian,Yonge St,,Downtown Core,Downtown Core
Mill Street Beer Hall,3 star rating,170,$$,Gastropubs,21 Tank House Lane,(416) 681-0338,Distillery District,3.0,2,American,Tank House Lane,,Distillery District,Distillery District
Maxx’s Kitchen,3.5 star rating,6,None,Canadian (New),None,(647) 475-9285,,3.5,0,American,,,1,
Noce Restaurant,4 star rating,71,$$$,Italian,875 Queen Street W,(416) 504-3463,Niagara,4.0,3,European,Queen Street W,,Niagara,Niagara
Indie Ale House,4 star rating,244,$$,Breweries,2876 Dundas Street W,(416) 760-9691,The Junction,4.0,2,American,Dundas Street W,,The Junction,The Junction
Messini Authentic Gyros,3.5 star rating,481,$$,Greek,445 Danforth Avenue,(416) 778-4861,Greektown,3.5,2,European,Danforth Avenue,,Greektown,Greektown
Ballissimo Loukoumades Bar,5 star rating,8,None,Cafes,1027 Coxwell Ave,(416) 901-2259,East York,5.0,0,American,Coxwell Ave,,East York,East York
Pizzeria Moretti,3.5 star rating,19,None,Italian,328 Wellington Street W,(416) 901-3099,Entertainment District,3.5,0,European,Wellington Street W,Entertainment District,Entertainment District,Entertainment District
The Fourth Man In The Fire,3.5 star rating,14,None,Pizza,832 Dundas Street W,(416) 792-3473,Little Italy,3.5,0,American,Dundas Street W,,Little Italy,Little Italy
Alexandros,3.5 star rating,123,$,Greek,5 Queens Quay W,(416) 367-0633,Harbourfront,3.5,1,European,Queens Quay W,,Harbourfront,Harbourfront
Speducci Mercatto,4.5 star rating,28,$$,Meat Shops,46 Milford Avenue,(416) 242-2777,,4.5,2,American,Milford Avenue,,1,
Bosk,4 star rating,144,$$$,Canadian (New),None,(647) 788-8294,Financial District,4.0,3,American,,,Financial District,Financial District
Kensington Sushi Market,4.5 star rating,20,None,Sushi Bars,281 Augusta Avenue,(416) 250-9739,Kensington Market,4.5,0,American,Augusta Avenue,,Kensington Market,Kensington Market
Craft Beer Market,3.5 star rating,137,$$,Beer Bar,1 Adelaide Street E,(437) 922-2337,Downtown Core,3.5,2,American,Adelaide Street E,,Downtown Core,Downtown Core
Portici,4 star rating,76,$$,Italian,6 Scollard Street,(647) 351-2235,Yorkville,4.0,2,European,Scollard Street,,Yorkville,Yorkville
Lee Chen Asian Bistro,3.5 star rating,161,$$,Dim Sum,813 Yonge Street,(416) 901-8869,,3.5,2,Asian,Yonge Street,,1,
Albert’s Real Jamaican Foods,3.5 star rating,89,$$,Caribbean,542 Saint Clair Avenue W,(416) 658-9445,,3.5,2,Carribean,Saint Clair Avenue W,Wychwood,1,Wychwood
Panera Bread,3 star rating,82,$$,American (Traditional),3987 Highway 7,+1-905-479-5888,Unionville,3.0,2,American,Highway 7,,Unionville,Unionville
Hogtown Smoke In the Beach,3.5 star rating,172,$$,Barbeque,1959 Queen Street E,(416) 691-9009,The Beach,3.5,2,American,Queen Street E,,The Beach,The Beach
The 6 Burger Bar,4.5 star rating,36,$,Burgers,3 Chelwood Road,(647) 347-8436,Scarborough,4.5,1,American,Chelwood Road,,Scarborough,Scarborough
Rendez-Vous,4 star rating,99,$$,Ethiopian,1408 Danforth Avenue,(416) 469-2513,The Danforth,4.0,2,African,Danforth Avenue,,The Danforth,The Danforth
